FID,id_estacio,Direccion,Aproximaci,Lat_Y,Lon_X,CreationDate,Creator,EditDate,Editor,x,y
129,71,Avenida Kansas City,Hotel Occidental,37.389893,-5.974438,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-665071.399999999,4493593.1
130,72,Calle Amador de los Rios,Calle Lópe de Vega,37.390732,-5.982777,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-665999.699999999,4493710.6
131,189,Avenida Hytasa,Nuestra Señora de los Dolores,37.370079,-5.959466,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-663404.699999999,4490817.3
132,73,Plaza San Agustin,Calle Concepción,37.38953,-5.984488,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-666190.199999999,4493542.2
133,190,Avenida Hytasa,Calle Herramienta,37.368774,-5.957272,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-663160.5,4490634.5
134,74,Plaza Pilatos,Calle San Esteban,37.389713,-5.986953,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-666464.600000001,4493567.9
135,191,Glorieta Carlos Cano,Calle Blas Infante,37.37838,-6.008913,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-668909.100000001,4491980.1
136,75,Plaza San Francisco,Calle Hernando Colón,37.388126,-5.993839,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-667231.100000001,4493345.5
137,76,Plaza Nueva,Calle Jaen,37.388912,-5.995605,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-667427.699999999,4493455.6
138,192,Avenida de Alvar Nuñez,Calle Collante,37.378338,-6.011536,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-669201.100000001,4491974.3
139,77,Plaza Chapina,Hotel Abba Triana,37.389545,-6.007778,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-668782.800000001,4493544.3
140,193,Avenida de Coria,Calle Coruña,37.38113,-6.011977,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-669250.199999999,4492365.4
141,78,Calle Alfareria,Ronda de Triana,37.388588,-6.010287,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-669062.100000001,4493410.2
142,194,Calle Parque de Doñana,Calle Corral de los Olmos,37.418633,-5.973251,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-664939.300000001,4497620.6
143,79,Plaza de las Mercedarias,Calle Ibarra,37.388386,-5.98699,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-666468.699999999,4493381.9
144,195,Calle Corral del Agua,Calle Camino de los Toros,37.421741,-5.971645,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-664760.5,4498056.2
145,196,Calle Estrella Canopus,Calle Estrella Betelgeuse,37.424683,-5.970094,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-664587.800000001,4498468.6
146,80,Calle Luis Montoto,Calle Alberto Duero,37.387627,-5.981026,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-665804.800000001,4493275.6
147,197,Calle Agricultores,Calle Estrella Betelgeuse,37.423416,-5.966408,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-664177.5,4498291
148,81,Calle Luis Montoto,Calle Benitos Mas y Prat,37.387157,-5.971005,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-664689.199999999,4493209.8
149,198,Calle Mar de Alborán,Calle Camino de los Toros,37.420444,-5.967942,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-664348.300000001,4497874.4
150,82,Calle Luis Montoto,Calle Maese Farfán,37.387093,-5.974814,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-665113.300000001,4493200.8
151,199,Calle Mar de Alborán,Corral de los Olmos,37.417839,-5.969311,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-664500.699999999,4497509.3
152,83,Avenida La Buhaira,Avenida Luis Montoto,37.386997,-5.978032,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-665471.5,4493187.3
153,200,Calle Camino de Los Toros,Calle Mediterráneo,37.418919,-5.963193,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-663819.600000001,4497660.7
154,84,Calle José María Moreno Galván,Calle Juan Antonio Cabestany,37.387375,-5.983063,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-666031.5,4493240.3
155,201,Calle Pino Montano,Calle Estafeta,37.415722,-5.967817,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-664334.300000001,4497212.6
156,85,Paseo Catalina Ribera,Frente a la Diputación Provincial,37.385303,-5.986732,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-666440,4492950
157,86,Camino de los Descubrimientos,Pasarela de la Cartuja,37.39706,-6.006276,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-668615.600000001,4494597.3
158,87,Plaza Nueva,Calle Tetuan,37.388927,-5.995421,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-667407.199999999,4493457.7
159,202,Avenida Mujer Trabajadora,Avenida Miraflores,37.411491,-5.966746,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-664215.100000001,4496619.6
160,203,Calle Tesalónica,Calle Mazzantini,37.396206,-5.958765,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-663326.699999999,4494477.6
161,204,Calle Doctor Laffon,Calle Tesalonica,37.397659,-5.961647,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-663647.5,4494681.2
162,88,Calle Americo Vespucio,Calle Hermanos d'Eluyar,37.409214,-6.006432,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-668633,4496300.5
163,205,Avenida Kansas City,Plaza el Tato,37.400173,-5.961821,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-663666.899999999,4495033.5
164,89,Calle Adriano,Calle Antonia Díaz,37.386475,-5.997763,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-667667.899999999,4493114.2
165,206,Avenida Kansas City,Calle Macedonia,37.402988,-5.9582,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-663263.800000001,4495428
166,90,Calle Roma,Calle Palos de la Frontera,37.38121,-5.99354,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-667197.800000001,4492376.6
167,207,Calle Ifni,Avenida de Holanda,37.355045,-5.982391,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-665956.699999999,4488711.7
168,91,Calle Procurador,Clara de Jesús Monteto,37.386932,-6.007643,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-668767.800000001,4493178.2
169,208,Avenida de Grecia,Avenida de Italia,37.350651,-5.984197,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-666157.800000001,4488096.4
170,92,Ronda de Triana,Calle de Manuel Arellano,37.385529,-6.011166,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-669159.899999999,4492981.7
171,93,Ronda de Triana,Calle San Vicente de Paul,37.383072,-6.010889,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-669129.100000001,4492637.4
172,209,Avenida Alemania,Glorieta Chequia,37.345284,-5.982614,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-665981.5,4487344.8
173,94,Plaza del Zurraque,Calle Doc. Jeronimo Pou,37.383343,-6.00821,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-668830.899999999,4492675.4
174,95,Calle Américo Vespucio,Calle Juan Bautista Muñoz,37.412148,-6.006387,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-668627.899999999,4496711.7
175,96,Calle Betis,Calle Juan de Lugo,37.383766,-6.000161,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-667934.899999999,4492734.7
176,210,Paseo de Europa,Avenida de Francia,37.348045,-5.980027,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-665693.600000001,4487731.4
177,97,Paseo de Cristóbal Colón,Torre del Oro,37.381561,-5.995531,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-667419.5,4492425.8
178,211,Avenida de Alemania,Glorieta de Letonia,37.346104,-5.97609,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-665255.300000001,4487459.6
179,98,Avenida de Roma,Puerta de Jerez,37.381989,-5.993251,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-667165.600000001,4492485.7
180,99,Calle Américo Vespucio,Gerencia de Urbanismo de Sevilla,37.397377,-6.010554,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-669091.800000001,4494641.7
181,212,Avenida Reino Unido,Avenida de Italia,37.351608,-5.977771,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-665442.399999999,4488230.4
182,100,Paseo Catalina Ribera,Calle San Fernando,37.381561,-5.989214,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-666716.300000001,4492425.8
183,101,Prado de San Sebastian,Estación de autobuses,37.381298,-5.986873,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-666455.699999999,4492388.9
184,213,Avenida de Andalucia,Cochera de TUSSAM,37.387173,-5.948397,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-662172.5,4493212
185,102,Calle Juan de Mata Carriazo,Antigua estación San Bernardo,37.38274,-5.983716,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-666104.199999999,4492590.9
186,103,Avenida Eduardo Dato,Calle San Bernardo,37.384309,-5.98252,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-665971.100000001,4492810.7
187,104,Avenida Eduardo Dato,Calle Fuenteovejuna,37.384171,-5.979757,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-665663.5,4492791.4
188,214,Avenida de Andalucia,Entrada TUSSAM,37.38718,-5.948491,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-662183,4493213
189,105,Calle Francisco Murillo,Calle Manuel Siurot,37.358913,-5.980601,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-665757.5,4489253.4
190,106,Avenida Eduardo Dato,Calle Oscar Carvallo,37.383743,-5.977473,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-665409.300000001,4492731.4
191,107,Calle Luis Morales,Nervión Plaza,37.384254,-5.972663,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-664873.800000001,4492803
192,108,Avenida Eduardo Dato,Avenida de San Francisco Javier,37.382832,-5.973557,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-664973.300000001,4492603.8
193,215,Calle Zorzal,Avenida de Andalucia,37.386658,-5.954,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-662796.199999999,4493139.8
194,109,Avenida San Francisco Javier,Calle Camilo José Cela,37.379898,-5.974588,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-665088.100000001,4492192.8
195,216,Calle Antioquia,Avenida de Pedro Romero,37.399948,-5.956273,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-663049.300000001,4495002
196,110,Plaza Maria Mercedes Borbón,Calle Virgen de la Sierra,37.380184,-5.982969,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-666021.100000001,4492232.9
197,111,Plaza Farmacéutico Murillo Herrera,Calle Pages de Corro,37.381264,-6.001008,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-668029.199999999,4492384.2
198,112,Avenida J.Mª Martínez Sánchez Arjona,Plaza Amadeo Janone,37.380127,-6.004353,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-668401.5,4492224.9
199,217,Calle de la A.D.A.,Calle Jerusalén,37.393906,-5.962387,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-663729.899999999,4494155.4
200,113,Plaza San Martín de Porres,Avenida Alvar Núñez,37.380783,-6.009214,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-668942.600000001,4492316.8
201,114,Glorieta Plus Ultra,Estadio Benito Villamarín,37.356327,-5.979288,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-665611.300000001,4488891.2
202,218,Plaza del Altozano,Calle San Jorge,37.385116,-6.003605,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-668318.300000001,4492923.8
203,115,Calle López de Gomara,Frente Instituto Adolfo Becquer,37.377857,-6.007161,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-668714.100000001,4491906.9
204,219,Calle de la A.D.A.,Calle de Tesalónica,37.390614,-5.959053,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-663358.699999999,4493694.1
205,116,Calle Manuel Siurot,Hospital Universitario Virgen del Rocio,37.361404,-5.981547,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-665862.800000001,4489602.3
206,220,Avenida Alcalde Luis Uruñuela,Centro Comercial Zona Este,37.405083,-5.935817,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-660772.100000001,4495721.6
207,117,Avenida J.Mª Martínez Sánchez Arjona,Avenida Republica Argentina,37.377785,-6.002577,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-668203.800000001,4491896.8
208,118,Plaza de Cuba,Puente de San Telmo,37.380146,-5.997122,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-667596.600000001,4492227.5
209,221,Avenida Alcalde Luis Uruñuela,Hotel Sevilla Congresos,37.405602,-5.930538,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-660184.5,4495794.3
210,119,Avenida de Chile,Costurero de la Reina,37.377426,-5.991934,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-667019,4491846.5
211,222,Avenida Alcalde Luis Uruñuela,Palacio de los Congresos,37.404102,-5.934514,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-660627.100000001,4495584.1
212,120,Glorieta San Diego,Calle Palos de la Frontera,37.378845,-5.989949,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-666798.100000001,4492045.3
213,223,Calle Gema,Avenida de las Ciencias,37.400715,-5.926361,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-659719.5,4495109.5
214,121,Calle Doctor Pedro de Castro,Calle Doc. Gabriel Sánchez,37.377132,-5.981853,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-665896.800000001,4491805.3
215,224,Avenida de las Ciencias,Calle de Ulises,37.397022,-5.92377,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-659431.100000001,4494592
216,122,Calle Enramadilla,Calle Balbino Marrón,37.378597,-5.978425,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-665515.199999999,4492010.5
217,225,Calle Flor De Retama,Centro Deportivo Entreflores,37.397411,-5.918765,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-658873.899999999,4494646.5
218,123,Estadio Olimpico,Puerta E,37.415623,-6.006378,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-668626.899999999,4497198.7
219,124,Calle Enramadilla,Calle Barrau,37.377636,-5.97733,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-665393.300000001,4491875.9
220,125,Avenida San Francisco Javier,Avenida de Ramón y Cajal,37.377434,-5.974926,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-665125.699999999,4491847.6
221,126,Avenida Reina Mercedes,Facultad de Informática,37.358261,-5.986459,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-666409.600000001,4489162.1
222,226,Avenida Doctor Emilio Lemos,Calle de Birmania,37.402863,-5.921768,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-659208.199999999,4495410.5
223,127,Calle Virgen de la Victoria,Calle Asunción,37.377636,-5.997794,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-667671.399999999,4491875.9
224,227,Avenida Alcalde Luis Uruñuela,Calle Carlinga,37.390759,-5.91965,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-658972.399999999,4493714.4
225,128,Calle Virgen de Loreto,Calle Arcos,37.375729,-5.999036,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-667809.600000001,4491608.8
226,228,Avenida de las Ciencias,Calle Flor de Salvia,37.39447,-5.921188,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-659143.600000001,4494234.4
227,129,Calle Virgen de Lujan,Virgen de la Victoria,37.374687,-6.002469,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-668191.800000001,4491462.8
228,229,Avenida Aeronautica,Avenida del Deporte,37.387363,-5.919905,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-659000.800000001,4493238.6
229,130,Glorieta Republica Dominicana,Calle López de Gomara,37.375725,-6.005651,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-668546,4491608.2
230,230,Avenida de las Ciencias,Avenida de la Republica China,37.403938,-5.928131,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-659916.5,4495561.1
231,231,Avenida Alcalde Luis Uruñuela,Paseo Miguel de Unamuno,37.401669,-5.942148,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-661476.899999999,4495243.1
232,232,Avenida Alcalde Luis Uruñuela,Plaza de la Acogida,37.403976,-5.939756,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-661210.600000001,4495566.4
233,233,Avenida Alcalde Luis Uruñuela,Estación de RENFE,37.404206,-5.937008,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-660904.699999999,4495598.7
234,234,Calle Médicos Sin Frontera,Avenida de las Ciencias,37.399971,-5.925187,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-659588.800000001,4495005.2
235,235,Calle Ciudad de Chiva,Calle Ciudad de Alfajar,37.411701,-5.929849,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-660107.800000001,4496649
236,236,Ciudad de Chiva,Calle Ciudad de Liria,37.410217,-5.926472,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-659731.800000001,4496441
237,237,Ciudad de Chiva,Calle Ildefonso Marañon,37.409332,-5.923247,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-659372.800000001,4496317
238,238,Calle Ciudad de Chiva,Pza del Árbol Rey,37.408146,-5.920001,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-659011.5,4496150.8
239,239,Calle Ciudad de Liria,Avenida de Fernando,37.408657,-5.927765,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-659875.800000001,4496222.4
240,240,Avenida Alcalde Luis Uruñuela,Cueva de la Pileta,37.402603,-5.94051,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-661294.5,4495374
241,241,Plaza Nueva,Calle Mendez Núñez,37.388844,-5.996077,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-667480.199999999,4493446.1
242,242,Plaza Nueva,Calle Mendez Núñez,37.388882,-5.996081,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-667480.699999999,4493451.4
243,243,Glorieta del Primero de Mayo,Calle Carlos Marx,37.380432,-5.953475,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-662737.800000001,4492267.6
244,244,Avenida Juan XXIII,Av. de la Montería,37.378025,-5.951685,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-662538.5,4491930.4
245,245,Calle de los Gavilanes,Calle Leandras,37.375389,-5.952626,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-662643.300000001,4491561.1
246,246,Puerto de los Azores,Calle Paulo Orosio,37.376152,-5.955172,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-662926.699999999,4491668
247,247,Enramadilla,Apeadero de San Bernardo,37.378418,-5.979398,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-665623.5,4491985.5
248,248,Glorieta de los Ferroviarios,Calle Navarra,37.422062,-5.982863,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-666009.300000001,4498101.2
249,249,Calle Navarra,Calle Cataluña,37.424799,-5.984816,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-666226.699999999,4498484.9
250,250,Calle de Salvador Allende,Calle de Marruecos,37.42191,-5.985423,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-666294.199999999,4498079.9
251,251,Avenida Cruzcampo,Esquina a Calle Alejandro Collantes,37.385783,-5.96515,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-664037.5,4493017.3
252,252,Carretera de Bellavista,Calle Calderas,37.324607,-5.968985,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-664464.399999999,4484449.9
253,253,Carretera de Bellavista,Hospital Valme,37.319697,-5.969165,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-664484.399999999,4483762.6
254,254,Carretera de Bellavista,Avenida de Jerez,37.328766,-5.967814,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-664334,4485032.1
255,255,Calle Pero Mingo,Rotonda de Torreblanca,37.385974,-5.914097,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-658354.300000001,4493044
256,256,Plaza Miguel Montoro,Calle Pero Mingo,37.385987,-5.910274,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-657928.699999999,4493045.8
257,257,Plaza Torres de Albarracín,Plaza Corazón de María,37.38421,-5.909692,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-657863.899999999,4492796.9
258,258,Calle Estaca de Vares,Calle Creus,37.383797,-5.914633,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-658413.899999999,4492739
259,259,Calle 8 de Marzo,Calle Aguila Perdicera,37.367181,-5.954483,10/4/2014 9:21:32 PM,Ayto.Sevilla,10/4/2014 9:21:32 PM,Ayto.Sevilla,-662850,4490411.4
